ReleaseID,LOC,NumParameters,NumBranches,NestingDepth,NumCodeSmells,NumLocalVariables,NumRevisions,NumAuthors,TotalStmtAdded,TotalStmtDeleted,MaxChurn,AvgChurn,HasFixHistory,IsBuggy
4,26,2,8,3,0,6,1,1,26,0,26,26,0,no
2,50,5,11,3,0,1,7,2,50,0,37,7.1429,0,no
1,48,5,10,2,0,1,6,2,48,0,37,8,0,no
1,26,0,3,3,0,15,1,1,26,0,26,26,0,no
3,39,2,12,3,0,6,2,2,63,24,63,43.5,0,yes
5,40,2,12,3,0,6,3,2,64,24,63,29.3333,1,no
4,40,2,12,3,0,6,3,2,64,24,63,29.3333,0,no
1,37,2,9,3,0,6,3,3,37,0,37,12.3333,0,no
3,6,1,2,1,0,1,1,1,6,0,6,6,0,no
4,6,1,2,1,0,1,1,1,6,0,6,6,0,no
5,6,1,2,1,0,1,1,1,6,0,6,6,0,no
